353319583591489,
353319581607626,2022-08-13 09:26:19.7440
353319584544545,2023-01-24 21:57:28.1990
353319586174127,
353319582592660,
353319581793665,2022-11-23 16:32:29.9720
353319580165360,2022-07-26 11:01:05.6850
353319582225006,2022-12-31 00:46:42.7160
353319580380621,
353319583119307,2022-09-30 10:44:48.2680
353319584525783,2023-01-14 21:21:02.1480
353319580718168,
353319583367104,
353319580933320,
353319581831804,
353319583432700,2022-12-14 17:45:47.0270
353319585663104,2022-12-17 15:43:55.4510
353319582254428,2023-01-11 19:41:22.8260
353319580120340,2022-07-23 15:32:13.5620
353319582611882,2022-12-30 14:35:25.9540
353319580182324,2022-12-25 17:27:20.8850
353319580441829,
353319585381301,
353319580374129,2022-07-23 13:12:06.0750
353319581351787,2022-11-08 10:06:46.8850
353319580113048,2022-07-27 16:27:19.2940
353319584323502,2022-12-30 22:12:16.5170
353319581831887,
353319580379045,2022-12-17 16:34:51.5400
353319583363962,
353319583633323,
353319583379521,2022-12-07 09:46:56.4140
353319580107180,
353319582637929,
353319580113741,2022-07-22 23:49:07.6120
353319580907787,
353319581369581,2022-08-09 12:08:39.1390
353319580110481,2023-01-24 16:26:49.3570
353319580903885,2022-12-01 19:32:33.7760
353319582605520,
353319585371203,
353319580112222,2022-09-24 10:23:15.2910
353319584475484,
353319580112289,2023-02-04 12:37:58.7810
353319580323860,2022-09-08 12:15:25.2410
353319582592082,
353319581370282,2022-07-25 11:20:34.5170
353319580296744,2022-10-10 16:28:22.1390
353319583136681,2022-09-20 18:49:59.2650
353319581344246,2022-09-12 18:39:50.2880
353319585684704,
353319582262520,2022-09-19 14:14:17.5000
353319584425646,2022-12-25 11:16:42.2060
353319583388720,
353319581628440,2022-11-24 16:20:59.4550
353319583648826,2022-11-06 11:02:35.4540
353319583649980,2022-10-02 16:51:07.3000
353319583651168,2022-11-21 22:28:19.6790
353319581685069,2023-01-27 10:28:08.1840
353319581605067,
353319581368989,2022-08-22 00:35:19.1970
353319581835029,
353319581629828,2022-12-27 14:58:00.6410
353319582651680,2022-12-25 15:57:23.6590
353319581016943,2022-09-05 12:11:19.0100
353319581628564,2023-01-07 15:42:58.4080
353319581346886,2022-08-24 08:05:06.7320
353319583588485,2022-12-12 13:22:27.6810
353319584511809,
353319582219587,2022-09-30 18:25:09.7740
353319583645202,2022-09-26 17:05:01.2740
353319583649808,2022-09-19 15:58:50.4970
353319580994108,2022-11-09 13:33:21.5380
353319583124901,
353319581016448,2022-08-12 17:03:44.0460
353319584546045,
353319580095849,2022-07-21 17:55:06.9290
353319581333843,2022-08-05 13:02:06.7290
353319582234040,2022-08-06 12:16:21.9520
353319584735960,
353319581000624,
353319581714547,2022-12-22 19:57:04.3070
353319583060584,2023-02-14 15:01:41.8030
353319583381501,2022-10-28 21:50:25.6170
353319580517545,2022-11-19 08:54:01.1250
353319581352603,2022-07-24 23:25:12.4850
353319582238769,2022-12-08 13:58:34.5290
353319581014682,
353319581311468,2022-09-15 09:34:37.6090
353319582247703,
353319582612864,2022-10-29 07:16:32.9510
353319581320105,2022-07-27 08:36:49.5680
353319584479445,2023-01-15 19:02:24.2180
353319583415762,2022-11-15 19:35:15.1110
353319582160666,2022-10-31 23:15:24.2810
353319584717067,2022-12-27 19:28:40.5020
353319580715883,
353319580240262,2022-08-18 08:45:32.2850
353319584545906,
353319580501549,2022-07-25 16:18:21.9490
353319584724568,2023-01-27 18:38:46.1590
353319581628788,2022-11-30 10:57:24.8260
353319583638041,
353319580885363,
353319581006720,2022-12-28 16:25:45.0720
